Temperature[C],Humidity[%],Pressure[hPa],CO(V),Fire Alarm
26.716,50.04,939.77,0.392,0
26.719,49.87,939.775,0.049,0
26.722,50.16,939.765,0.437,0
26.725,50.75,939.753,0.86,0
26.728,51.38,939.76,0.407,0
26.732,52.0,939.759,0.925,0
26.735,52.56,939.754,0.39,0
26.738,53.12,939.759,0.707,0
26.741,53.56,939.761,0.539,0
26.744,54.03,939.762,0.151,0
26.747,54.39,939.766,0.118,0
26.75,54.99,939.779,0.344,0
26.753,55.27,939.774,0.688,0
26.756,55.57,939.774,0.833,0
26.759,55.84,939.773,0.967,0
26.762,56.02,939.776,0.491,0
26.765,56.2,939.791,0.333,0
26.768,56.37,939.79,0.254,0
26.771,56.53,939.804,0.105,0
26.774,56.67,939.794,0.884,0
26.777,56.81,939.792,0.557,0
26.78,56.92,939.799,0.654,0
26.783,57.06,939.789,0.95,0
26.786,57.22,939.788,0.737,0
26.788,57.36,939.784,0.575,0
26.791,57.45,939.786,0.872,0
26.794,57.53,939.784,0.422,0
26.797,57.6,939.793,0.979,0
26.8,57.67,939.792,0.753,0
26.803,57.86,939.792,0.346,0
26.805,57.57,939.793,0.769,0
26.808,56.93,939.793,0.098,0
26.811,56.19,939.795,0.463,0
26.814,55.5,939.794,0.228,0
26.817,54.88,939.789,0.237,0
26.819,54.28,939.783,0.138,0
26.822,53.84,939.78,0.04,0
26.825,53.4,939.797,0.142,0
26.827,53.0,939.808,0.606,0
26.83,52.69,939.806,0.494,0
26.833,52.38,939.811,0.716,0
26.836,52.12,939.8,0.358,0
26.838,51.85,939.806,0.04,0
26.841,51.69,939.798,0.322,0
26.843,51.54,939.804,0.273,0
26.846,51.33,939.799,0.481,0
26.849,51.21,939.788,0.895,0
26.851,51.08,939.791,0.881,0
26.854,50.96,939.798,0.987,0
26.856,50.84,939.791,0.874,0
26.859,50.74,939.786,0.147,0
26.861,50.62,939.778,0.411,0
26.864,50.59,939.788,0.031,0
26.867,50.48,939.783,0.857,0
26.869,50.34,939.767,0.628,0
26.871,50.26,939.764,0.56,0
26.874,50.2,939.774,0.794,0
26.876,50.18,939.783,0.439,0
26.879,49.97,939.779,0.953,0
26.881,50.3,939.786,0.407,0
26.884,50.91,939.788,0.504,0
26.886,51.51,939.793,0.917,0
26.889,52.14,939.788,0.884,0
26.891,52.67,939.775,0.494,0
26.893,53.2,939.774,0.338,0
26.896,53.67,939.774,0.068,0
26.898,54.11,939.778,0.91,0
26.9,54.51,939.767,0.065,0
26.903,54.8,939.776,0.487,0
26.905,55.13,939.778,0.138,0
26.907,55.4,939.784,0.64,0
26.91,55.6,939.796,0.368,0
26.912,55.88,939.784,0.804,0
26.914,56.11,939.776,0.493,0
26.916,56.26,939.773,0.972,0
26.919,56.42,939.762,0.795,0
26.921,56.56,939.769,0.423,0
26.923,56.71,939.771,0.109,0
26.925,56.87,939.766,0.414,0
26.927,56.95,939.766,0.081,0
26.93,57.07,939.768,0.642,0
26.932,57.15,939.769,0.639,0
26.934,57.27,939.767,0.446,0
26.936,57.35,939.764,0.813,0
26.938,57.44,939.766,0.149,0
26.94,57.51,939.755,0.27,0
26.942,57.83,939.76,0.963,0
26.945,57.5,939.754,0.525,0
26.947,56.85,939.746,0.15,0
26.949,55.53,939.756,0.653,0
26.951,54.87,939.754,0.937,0
26.953,54.29,939.745,0.636,0
26.955,53.4,939.746,0.757,0
26.957,53.03,939.742,0.625,0
26.959,52.67,939.738,0.368,0
26.961,52.32,939.742,0.08,0
26.963,52.06,939.739,0.814,0
26.965,51.85,939.748,0.628,0
26.967,51.65,939.719,0.89,0
26.969,51.43,939.711,0.26,0
26.971,51.31,939.713,0.834,0
26.972,51.14,939.72,0.753,0
26.974,51.01,939.729,0.47,0
26.976,50.86,939.745,0.804,0
26.978,50.76,939.75,0.328,0
26.98,50.62,939.755,0.928,0
26.982,50.52,939.746,0.028,0
26.984,50.46,939.748,0.291,0
26.985,50.39,939.752,0.272,0
26.987,50.33,939.755,0.602,0
26.989,50.25,939.761,0.331,0
26.991,50.17,939.766,0.754,0
26.993,50.13,939.763,0.002,0
26.994,50.06,939.77,0.643,0
26.996,49.9,939.76,0.594,0
26.998,50.16,939.748,0.832,0
27.0,50.78,939.76,0.072,0
27.001,51.42,939.765,0.396,0
27.003,51.98,939.756,0.216,0
27.005,52.58,939.756,0.395,0
27.006,53.13,939.748,0.623,0
27.008,53.59,939.748,0.083,0
27.01,53.99,939.762,0.658,0
27.011,54.39,939.771,0.701,0
27.013,54.68,939.773,0.259,0
27.015,55.0,939.755,0.22,0
27.016,55.28,939.764,0.927,0
27.018,55.48,939.765,0.249,0
27.019,55.78,939.761,0.981,0
27.021,55.95,939.756,0.673,0
27.023,56.16,939.762,0.408,0
27.024,56.29,939.767,0.399,0
27.026,56.44,939.764,0.552,0
27.027,56.56,939.773,0.521,0
27.029,56.84,939.779,0.926,0
27.03,56.97,939.78,0.34,0
27.032,57.11,939.77,0.259,0
27.033,57.22,939.763,0.949,0
27.035,57.28,939.761,0.99,0
27.036,57.4,939.752,0.597,0
27.038,57.41,939.75,0.018,0
27.039,57.65,939.753,0.856,0
27.04,57.34,939.75,0.719,0
27.042,56.64,939.765,0.588,0
27.043,55.86,939.765,0.399,0
27.045,55.21,939.768,0.637,0
27.046,54.57,939.761,0.395,0
27.047,54.0,939.759,0.955,0
27.049,53.5,939.765,0.887,0
27.05,53.1,939.757,0.352,0
27.051,52.72,939.752,0.76,0
27.053,52.36,939.751,0.898,0
27.054,52.07,939.746,0.892,0
27.055,51.82,939.748,0.943,0
27.056,51.59,939.761,0.215,0
27.058,51.39,939.757,0.808,0
27.059,51.24,939.754,0.521,0
27.06,51.05,939.749,0.943,0
27.061,50.9,939.749,0.08,0
27.063,50.65,939.753,0.628,0
27.064,50.53,939.755,0.974,0
27.065,50.46,939.751,0.12,0
27.066,50.35,939.759,0.062,0
27.067,50.26,939.763,0.93,0
27.068,50.17,939.764,0.454,0
27.07,50.1,939.759,0.575,0
27.071,50.03,939.755,0.124,0
27.072,49.97,939.755,0.349,0
27.073,49.92,939.745,0.51,0
27.074,49.89,939.745,0.082,0
27.075,49.66,939.754,0.284,0
27.076,49.97,939.749,0.926,0
27.077,50.61,939.74,0.379,0
27.078,51.28,939.746,0.697,0
27.079,51.87,939.746,0.026,0
27.08,52.47,939.742,0.917,0
27.081,52.96,939.745,0.86,0
27.082,53.43,939.75,0.574,0
27.083,54.17,939.764,0.804,0
27.084,54.52,939.762,0.804,0
27.085,54.82,939.756,0.518,0
27.086,55.07,939.741,0.064,0
27.087,55.54,939.742,0.507,0
27.088,55.75,939.741,0.353,0
27.089,55.94,939.742,0.8,0
27.09,56.08,939.739,0.657,0
27.091,56.23,939.735,0.769,0
27.091,56.38,939.744,0.54,0
27.092,56.51,939.749,0.449,0
27.093,56.59,939.753,0.943,0
27.094,56.72,939.758,0.313,0
27.095,56.82,939.761,0.043,0
27.096,56.92,939.754,0.208,0
27.096,57.02,939.745,0.391,0
27.097,57.13,939.74,0.829,0
27.098,57.18,939.746,0.395,0
27.099,57.23,939.748,0.349,0
27.1,57.31,939.742,0.57,0
27.1,57.52,939.754,0.206,0
27.101,57.17,939.755,0.922,0
27.102,56.53,939.762,0.659,0
27.102,55.78,939.768,0.667,0
27.103,55.05,939.771,0.466,0
27.104,54.42,939.754,0.362,0
27.104,53.85,939.751,0.654,0
27.105,53.41,939.75,0.279,0
27.106,52.96,939.768,0.512,0
27.106,52.59,939.756,0.16,0
27.107,52.27,939.745,0.689,0
27.108,51.97,939.749,0.987,0
27.108,51.73,939.766,0.087,0
27.109,51.47,939.763,0.156,0
27.109,51.28,939.756,0.001,0
27.11,51.12,939.752,0.302,0
27.111,50.95,939.752,0.707,0
27.111,50.8,939.746,0.483,0
27.112,50.69,939.743,0.886,0
27.112,50.54,939.744,0.17,0
27.113,50.43,939.746,0.227,0
27.113,50.34,939.736,0.662,0
27.114,50.25,939.733,0.041,0
27.114,50.18,939.734,0.105,0
27.115,50.07,939.738,0.432,0
27.115,50.04,939.742,0.878,0
27.115,49.93,939.746,0.311,0
27.116,49.9,939.735,0.592,0
27.116,49.81,939.735,0.06,0
27.117,49.62,939.744,0.614,0
27.117,49.94,939.748,0.744,0
27.117,50.57,939.747,0.666,0
27.118,51.21,939.743,0.627,0
27.118,51.87,939.747,0.0,0
27.119,52.43,939.751,0.092,0
27.119,52.9,939.743,0.624,0
27.119,53.41,939.744,0.625,0
27.119,53.83,939.751,0.254,0
27.12,54.2,939.76,0.522,0
27.12,54.53,939.757,0.139,0
27.12,54.83,939.75,0.973,0
27.121,55.1,939.752,0.714,0
27.121,55.32,939.756,0.866,0
27.121,55.57,939.752,0.003,0
27.121,55.78,939.758,0.961,0
27.122,55.94,939.751,0.691,0
27.122,56.11,939.747,0.18,0
27.122,56.25,939.757,0.77,0
27.122,56.41,939.754,0.189,0
27.122,56.5,939.753,0.438,0
27.122,56.63,939.757,0.896,0
27.123,56.72,939.752,0.635,0
27.123,56.82,939.747,0.918,0
27.123,56.92,939.75,0.653,0
27.123,57.02,939.752,0.411,0
27.123,57.1,939.76,0.718,0
27.123,57.16,939.766,0.925,0
27.123,57.23,939.766,0.439,0
27.123,57.27,939.764,0.234,0
27.123,57.48,939.759,0.914,0
27.123,57.13,939.751,0.207,0
27.123,56.47,939.754,0.144,0
27.123,55.7,939.737,0.308,0
27.123,54.99,939.741,0.355,0
27.123,54.39,939.741,0.237,0
27.123,53.84,939.749,0.431,0
27.123,53.32,939.747,0.481,0
27.123,52.92,939.752,0.937,0
27.123,52.48,939.753,0.969,0
27.123,52.21,939.75,0.405,0
27.123,51.92,939.75,0.985,0
27.123,51.48,939.767,0.717,0
27.123,51.31,939.767,0.768,0
27.123,51.1,939.776,0.047,0
27.123,50.96,939.783,0.572,0
27.123,50.78,939.784,0.37,0
27.122,50.63,939.767,0.606,0
27.122,50.52,939.775,0.779,0
27.122,50.39,939.779,0.199,0
27.122,50.3,939.774,0.231,0
27.122,50.14,939.785,0.927,0
27.122,50.08,939.776,0.545,0
27.121,49.91,939.771,0.018,0
27.121,49.87,939.771,0.83,0
27.121,49.84,939.771,0.183,0
27.121,49.75,939.776,0.828,0
27.12,49.59,939.767,0.55,0
27.12,50.47,939.769,0.217,0
27.12,51.15,939.775,0.508,0
27.12,51.76,939.772,0.377,0
27.119,52.79,939.782,0.103,0
27.119,53.28,939.785,0.077,0
27.119,53.68,939.783,0.025,0
27.118,54.06,939.793,0.745,0
27.118,54.43,939.789,0.589,0
27.118,54.72,939.795,0.027,0
27.117,55.18,939.79,0.258,0
27.117,55.4,939.793,0.595,0
27.116,55.62,939.799,0.733,0
27.116,55.79,939.797,0.012,0
27.116,56.0,939.808,0.802,0
27.115,56.07,939.803,0.068,0
27.115,56.23,939.813,0.568,0
27.114,56.35,939.806,0.621,0
27.114,56.48,939.805,0.277,0
27.113,56.69,939.818,0.693,0
27.113,56.75,939.807,0.451,0
27.112,56.82,939.798,0.067,0
27.112,56.9,939.799,0.66,0
27.111,56.97,939.797,0.897,0
27.111,57.0,939.801,0.893,0
27.11,57.06,939.792,0.286,0
27.11,57.27,939.788,0.128,0
27.109,56.97,939.787,0.43,0
27.109,56.25,939.79,0.583,0
27.108,55.46,939.793,0.862,0
27.107,54.8,939.799,0.127,0
27.107,54.15,939.795,0.134,0
27.106,53.64,939.791,0.261,0
27.106,53.13,939.787,0.31,0
27.105,52.69,939.782,0.704,0
27.104,52.33,939.77,0.953,0
27.104,51.76,939.755,0.44,0
27.103,51.49,939.764,0.404,0
27.102,51.27,939.755,0.884,0
27.102,51.07,939.757,0.256,0
27.101,50.9,939.758,0.331,0
27.1,50.72,939.756,0.855,0
27.099,50.54,939.74,0.486,0
27.099,50.47,939.751,0.544,0
27.098,50.3,939.753,0.745,0
27.097,50.23,939.756,0.998,0
27.096,50.09,939.755,0.37,0
27.096,49.98,939.754,0.66,0
27.095,49.91,939.746,0.747,0
27.094,49.81,939.74,0.847,0
27.093,49.79,939.737,0.498,0
27.092,49.71,939.729,0.758,0
27.091,49.59,939.736,0.341,0
27.091,49.54,939.745,0.351,0
27.09,49.66,939.758,0.052,0
27.089,50.85,939.745,0.641,0
27.088,52.02,939.744,0.361,0
27.087,52.5,939.729,0.371,0
27.086,52.99,939.735,0.846,0
27.085,53.43,939.75,0.84,0
27.084,53.83,939.759,0.221,0
27.083,54.15,939.756,0.808,0
27.082,54.44,939.764,0.671,0
27.082,54.72,939.757,0.36,0
27.081,54.97,939.757,0.692,0
27.08,55.16,939.764,0.411,0
27.079,55.34,939.758,0.052,0
27.078,55.56,939.748,0.326,0
27.077,55.7,939.755,0.424,0
27.075,55.88,939.753,0.302,0
27.074,56.03,939.748,0.118,0
27.073,56.21,939.755,0.272,0
27.072,56.33,939.741,0.944,0
27.071,56.47,939.73,0.027,0
27.07,56.56,939.739,0.089,0
27.069,56.66,939.744,0.926,0
27.068,56.74,939.752,0.173,0
27.067,56.79,939.752,0.7,0
27.066,56.86,939.757,0.799,0
27.065,56.74,939.759,0.582,0
27.063,56.05,939.759,0.389,0
27.062,55.29,939.75,0.909,0
27.061,54.62,939.747,0.446,0
27.06,53.95,939.757,0.739,0
27.059,53.39,939.754,0.134,0
27.058,52.91,939.755,0.079,0
27.056,52.15,939.754,0.343,0
27.055,51.81,939.742,0.652,0
27.054,51.54,939.746,0.511,0
27.053,51.32,939.745,0.622,0
27.051,50.87,939.746,0.56,0
27.05,50.69,939.752,0.543,0
27.049,50.48,939.769,0.801,0
27.047,50.36,939.764,0.67,0
27.046,50.23,939.771,0.121,0
27.045,50.08,939.775,0.562,0
27.044,49.99,939.792,0.57,0
27.042,49.89,939.783,0.602,0
27.041,49.8,939.777,0.157,0
27.04,49.68,939.776,0.583,0
27.038,49.64,939.777,0.239,0
27.037,49.56,939.779,0.065,0
27.035,49.46,939.779,0.4,0
27.034,49.43,939.793,0.12,0
27.033,49.36,939.79,0.506,0
27.031,49.3,939.783,0.493,0
27.03,49.16,939.785,0.499,0
27.028,49.49,939.781,0.065,0
27.027,50.16,939.784,0.834,0
27.025,50.81,939.779,0.786,0
27.024,51.44,939.787,0.894,0
27.022,51.99,939.794,0.986,0
27.021,52.92,939.8,0.006,0
27.019,53.34,939.792,0.711,0
27.018,53.97,939.797,0.815,0
27.016,54.25,939.808,0.558,0
27.015,54.53,939.804,0.803,0
27.013,55.08,939.806,0.79,0
27.012,55.29,939.797,0.673,0
27.01,55.58,939.78,0.937,0
27.009,55.68,939.782,0.785,0
27.007,55.8,939.781,0.148,0
27.005,55.92,939.772,0.088,0
27.004,56.03,939.768,0.033,0
27.002,56.11,939.779,0.043,0
27.0,56.19,939.777,0.707,0
26.999,56.35,939.779,0.153,0
26.997,56.4,939.783,0.237,0
26.995,56.43,939.787,0.943,0
26.994,56.5,939.788,0.89,0
26.992,56.71,939.779,0.101,0
26.99,56.34,939.778,0.836,0
26.989,54.97,939.782,0.822,0
26.987,54.26,939.765,0.216,0
26.985,53.66,939.768,0.009,0
26.983,53.07,939.775,0.773,0
26.982,52.57,939.77,0.499,0
26.98,52.17,939.77,0.952,0
26.978,51.78,939.773,0.123,0
26.976,51.45,939.765,0.743,0
26.975,51.2,939.769,0.76,0
26.973,50.92,939.764,0.959,0
26.971,50.69,939.753,0.981,0
26.969,50.5,939.744,0.532,0
26.967,50.28,939.746,0.63,0
26.965,50.1,939.746,0.348,0
26.964,49.95,939.752,0.043,0
26.962,49.83,939.737,0.846,0
26.96,49.74,939.736,0.393,0
26.958,49.65,939.74,0.381,0
26.956,49.55,939.749,0.003,0
26.954,49.36,939.752,0.344,0
26.952,49.3,939.763,0.402,0
26.95,49.22,939.757,0.526,0
26.948,49.13,939.753,0.613,0
26.946,49.09,939.755,0.034,0
26.944,49.06,939.747,0.546,0
26.942,48.98,939.745,0.775,0
26.94,48.84,939.749,0.735,0
26.938,49.18,939.75,0.86,0
26.936,49.82,939.745,0.168,0
26.934,50.52,939.755,0.599,0
26.932,51.11,939.756,0.771,0
26.93,51.74,939.753,0.86,0
26.928,52.23,939.737,0.609,0
26.926,52.67,939.743,0.817,0
26.924,53.05,939.742,0.408,0
26.922,53.43,939.728,0.339,0
26.92,53.77,939.735,0.725,0
26.918,54.0,939.744,0.608,0
26.916,54.28,939.741,0.022,0
26.914,54.48,939.739,0.398,0
26.911,54.7,939.743,0.264,0
26.909,54.88,939.737,0.564,0
26.907,55.03,939.734,0.936,0
26.905,55.14,939.739,0.921,0
26.903,55.29,939.742,0.341,0
26.901,55.68,939.739,0.787,0
26.898,55.93,939.754,0.514,0
26.896,56.01,939.741,0.294,0
26.894,56.08,939.744,0.458,0
26.892,56.13,939.74,0.566,0
26.89,56.17,939.738,0.591,0
26.887,56.36,939.74,0.231,0
26.885,55.94,939.723,0.545,0
26.883,55.26,939.729,0.46,0
26.88,54.51,939.726,0.383,0
26.878,53.82,939.729,0.946,0
26.876,53.23,939.729,0.893,0
26.874,52.65,939.735,0.194,0
26.871,52.19,939.721,0.731,0
26.869,51.78,939.714,0.312,0
26.867,51.48,939.715,0.791,0
26.864,51.18,939.718,0.438,0
26.862,50.87,939.717,0.716,0
26.859,50.57,939.729,0.977,0
26.857,50.39,939.73,0.841,0
26.855,50.16,939.733,0.95,0
26.852,50.0,939.718,0.184,0
26.85,49.86,939.714,0.953,0
26.847,49.74,939.716,0.482,0
26.845,49.6,939.712,0.351,0
26.843,49.46,939.712,0.375,0
26.84,49.39,939.705,0.616,0
26.838,49.29,939.709,0.185,0
26.835,49.22,939.702,0.439,0
26.833,49.08,939.709,0.067,0
26.83,48.99,939.71,0.244,0
26.828,48.92,939.715,0.753,0
26.825,48.85,939.718,0.592,0
26.823,48.81,939.736,0.502,0
26.82,48.74,939.736,0.215,0
26.817,48.61,939.74,0.393,0
26.815,48.94,939.733,0.207,0
26.812,49.63,939.726,0.226,0
26.81,50.29,939.718,0.786,0
26.807,50.96,939.73,0.846,0
26.805,51.51,939.727,0.125,0
26.802,52.03,939.722,0.896,0
26.799,52.46,939.723,0.375,0
26.797,52.88,939.714,0.026,0
26.794,53.22,939.713,0.766,0
26.791,53.53,939.71,0.704,0
26.789,53.98,939.71,0.222,0
26.786,54.21,939.703,0.698,0
26.783,54.4,939.707,0.886,0
26.781,54.58,939.696,0.998,0
26.778,54.74,939.698,0.557,0
26.775,54.9,939.703,0.004,0
26.773,55.0,939.708,0.249,0
26.77,55.14,939.71,0.623,0
26.767,55.23,939.707,0.627,0
26.764,55.32,939.706,0.741,0
26.762,55.43,939.721,0.849,0
26.759,55.52,939.721,0.272,0
26.756,55.65,939.714,0.17,0
26.753,55.74,939.709,0.012,0
26.75,55.82,939.711,0.612,0
26.748,55.96,939.71,0.426,0
26.745,56.16,939.714,0.672,0
26.742,55.76,939.719,0.003,0
26.739,55.07,939.717,0.476,0
26.736,54.37,939.712,0.515,0
26.733,53.69,939.712,0.063,0
26.73,53.08,939.722,0.992,0
26.728,52.56,939.72,0.531,0
26.725,52.09,939.727,0.942,0
26.722,51.71,939.728,0.639,0
26.719,51.39,939.732,0.784,0
26.716,51.06,939.723,0.757,0
26.713,50.8,939.724,0.876,0
26.71,50.57,939.718,0.075,0
26.707,50.36,939.713,0.537,0
26.704,50.2,939.717,0.726,0
26.701,50.04,939.719,0.338,0
26.698,49.91,939.717,0.553,0
26.695,49.77,939.719,0.778,0
26.692,49.67,939.726,0.435,0
26.689,49.58,939.712,0.787,0
26.686,49.51,939.704,0.481,0
26.683,49.41,939.706,0.302,0
26.68,49.35,939.708,0.641,0
26.677,49.33,939.717,0.636,0
26.674,49.24,939.721,0.287,0
26.671,49.2,939.718,0.174,0
26.668,49.13,939.715,0.8,0
26.665,49.07,939.727,0.32,0
26.662,49.04,939.73,0.456,0
26.658,48.96,939.72,0.442,0
26.655,48.8,939.711,0.561,0
26.652,49.19,939.706,0.682,0
26.649,49.86,939.706,0.561,0
26.646,51.17,939.724,0.389,0
26.643,51.71,939.724,0.809,0
26.64,52.22,939.723,0.51,0
26.636,52.68,939.717,0.4,0
26.633,53.06,939.716,0.649,0
26.63,53.43,939.709,0.829,0
26.627,53.75,939.712,0.882,0
26.623,54.08,939.734,0.386,0
26.62,54.33,939.728,0.078,0
26.617,54.56,939.726,0.244,0
26.614,54.8,939.725,0.35,0
26.61,55.0,939.718,0.499,0
26.607,55.16,939.717,0.134,0
26.604,55.33,939.71,0.216,0
26.601,55.45,939.711,0.172,0
26.597,55.62,939.713,0.304,0
26.594,55.73,939.717,0.186,0
26.591,55.88,939.704,0.9,0
26.587,55.95,939.701,0.422,0
26.584,56.06,939.706,0.175,0
26.581,56.16,939.706,0.102,0
26.577,56.23,939.719,0.608,0
26.574,56.26,939.718,0.427,0
26.571,56.36,939.726,0.287,0
26.567,56.43,939.721,0.797,0
26.564,56.46,939.727,0.58,0
26.56,56.66,939.715,0.355,0
26.557,56.22,939.705,0.709,0
26.553,55.49,939.702,0.393,0
26.55,54.7,939.707,0.533,0
26.547,54.0,939.708,0.892,0
26.543,53.37,939.711,0.446,0
26.54,52.83,939.7,0.545,0
26.536,52.35,939.691,0.324,0
26.533,51.95,939.699,0.821,0
26.529,51.57,939.706,0.202,0
26.526,51.29,939.696,0.235,0
26.522,51.0,939.692,0.458,0
26.519,50.78,939.702,0.113,0
26.515,50.54,939.698,0.446,0
26.512,50.37,939.703,0.532,0
26.508,50.2,939.7,0.966,0
26.504,50.04,939.708,0.73,0
26.501,49.83,939.73,0.335,0
26.497,49.71,939.715,0.737,0
26.494,49.58,939.705,0.11,0
26.49,49.47,939.708,0.592,0
26.486,49.4,939.712,0.326,0
26.483,49.29,939.712,0.789,0
26.479,49.22,939.711,0.32,0
26.475,49.16,939.711,0.4,0
26.472,49.11,939.706,0.455,0
26.468,49.04,939.717,0.767,0
26.464,49.0,939.724,0.436,0
26.461,48.93,939.723,0.854,0
26.457,48.76,939.716,0.993,0
26.453,49.16,939.713,0.477,0
26.45,49.8,939.713,0.84,0
26.446,50.52,939.702,0.485,0
26.442,51.19,939.704,0.526,0
26.438,51.75,939.701,0.975,0
26.435,52.24,939.693,0.781,0
26.431,52.69,939.707,0.949,0
26.427,53.07,939.694,0.157,0
26.423,53.66,939.697,0.216,0
26.42,53.98,939.694,0.994,0
26.416,54.22,939.684,0.121,0
26.412,54.44,939.673,0.303,0
26.408,54.61,939.672,0.795,0
26.404,54.76,939.69,0.528,0
26.4,54.92,939.693,0.807,0
26.397,55.07,939.691,0.547,0
26.393,55.19,939.675,0.913,0
26.389,55.31,939.679,0.408,0
26.385,55.39,939.672,0.267,0
26.381,55.53,939.676,0.785,0
26.377,55.63,939.68,0.205,0
26.373,55.69,939.665,0.819,0
26.369,55.77,939.664,0.01,0
26.366,55.88,939.681,0.889,0
26.362,55.94,939.682,0.178,0
26.358,56.06,939.679,0.256,0
26.354,56.12,939.668,0.411,0
26.35,56.17,939.658,0.109,0
26.346,56.4,939.661,0.377,0
26.342,55.91,939.672,0.346,0
26.338,55.22,939.683,0.538,0
26.334,54.46,939.69,0.602,0
26.33,53.78,939.683,0.28,0
26.326,53.16,939.687,0.467,0
26.322,52.63,939.681,0.695,0
26.318,52.1,939.678,0.779,0
26.314,51.79,939.686,0.324,0
26.31,51.39,939.696,0.118,0
26.305,51.1,939.697,0.524,0
26.301,50.76,939.697,0.406,0
26.297,50.51,939.697,0.371,0
26.293,50.3,939.694,0.654,0
26.289,50.1,939.695,0.05,0
26.285,49.94,939.687,0.598,0
26.281,49.78,939.689,0.566,0
26.277,49.66,939.682,0.741,0
26.273,49.56,939.691,0.463,0
26.268,49.45,939.699,0.647,0
26.264,49.37,939.696,0.911,0
26.26,49.3,939.682,0.591,0
26.256,49.16,939.684,0.004,0
26.252,49.03,939.691,0.282,0
26.248,48.98,939.694,0.93,0
26.243,48.92,939.701,0.873,0
26.239,48.88,939.717,0.974,0
26.235,48.84,939.718,0.289,0
26.231,48.73,939.71,0.87,0
26.226,48.72,939.7,0.69,0
26.222,48.6,939.696,0.282,0
26.218,48.97,939.696,0.567,0
26.214,49.62,939.704,0.694,0
26.209,50.35,939.704,0.67,0
26.205,51.0,939.707,0.115,0
26.201,51.57,939.699,0.226,0
26.196,52.1,939.703,0.908,0
26.192,52.51,939.707,0.379,0
26.188,52.89,939.712,0.662,0
26.183,53.23,939.708,0.703,0
26.179,53.56,939.701,0.012,0
26.175,53.82,939.701,0.56,0
26.17,54.07,939.704,0.72,0
26.166,54.3,939.702,0.331,0
26.162,54.45,939.684,0.302,0
26.157,54.64,939.694,0.933,0
26.153,54.77,939.7,0.933,0
26.148,54.9,939.702,0.707,0
26.144,55.02,939.705,0.736,0
26.14,55.14,939.712,0.47,0
26.135,55.27,939.711,0.988,0
26.131,55.36,939.708,0.108,0
26.126,55.42,939.713,0.262,0
26.122,55.54,939.729,0.668,0
26.117,55.61,939.727,0.777,0
26.113,55.7,939.725,0.866,0
26.108,55.78,939.721,0.228,0
26.104,55.83,939.717,0.073,0
26.099,55.93,939.723,0.754,0
26.095,55.98,939.724,0.106,0
26.09,56.23,939.705,0.309,0
26.086,55.79,939.705,0.387,0
26.081,55.06,939.708,0.556,0
26.077,54.38,939.718,0.923,0
26.072,53.67,939.713,0.875,0
26.067,53.06,939.709,0.979,0
26.063,52.52,939.717,0.209,0
26.058,52.1,939.704,0.312,0
26.054,51.71,939.719,0.942,0
26.049,51.41,939.719,0.27,0
26.044,51.1,939.709,0.168,0
26.04,50.81,939.702,0.769,0
26.035,50.58,939.708,0.47,0
26.03,50.41,939.704,0.032,0
26.026,50.22,939.707,0.772,0
26.021,50.05,939.708,0.527,0
26.016,49.92,939.713,0.68,0
26.012,49.81,939.716,0.918,0
26.007,49.7,939.716,0.969,0
26.002,49.58,939.709,0.726,0
25.998,49.47,939.701,0.959,0
25.993,49.44,939.702,0.361,0
25.988,49.35,939.695,0.588,0
25.983,49.18,939.689,0.42,0
25.979,49.12,939.682,0.406,0
25.974,49.08,939.682,0.918,0
25.969,49.03,939.685,0.835,0
25.964,48.99,939.682,0.938,0
25.96,48.95,939.679,0.363,0
25.955,48.78,939.683,0.223,0
25.95,49.18,939.685,0.207,0
25.945,49.89,939.683,0.305,0
25.94,50.58,939.69,0.604,0
25.935,51.3,939.691,0.902,0
25.931,51.82,939.691,0.309,0
25.926,52.36,939.686,0.855,0
25.921,52.75,939.678,0.77,0
25.916,53.17,939.676,0.476,0
25.911,53.52,939.671,0.173,0
25.906,53.81,939.678,0.037,0
25.901,54.06,939.672,0.738,0
25.896,54.29,939.675,0.73,0
25.892,54.51,939.673,0.191,0
25.887,54.66,939.667,0.58,0
25.882,54.84,939.677,0.758,0
25.877,54.99,939.677,0.437,0
25.872,55.09,939.678,0.312,0
25.867,55.24,939.678,0.542,0
25.862,55.32,939.673,0.102,0
25.857,55.44,939.674,0.817,0
25.852,55.52,939.677,0.815,0
25.847,55.6,939.666,0.703,0
25.842,55.66,939.671,0.549,0
25.837,55.74,939.672,0.188,0
25.832,55.84,939.673,0.326,0
25.827,55.85,939.667,0.338,0
25.822,55.93,939.669,0.185,0
25.817,55.98,939.671,0.71,0
25.812,56.04,939.65,0.776,0
25.807,56.21,939.655,0.64,0
25.802,55.72,939.655,0.184,0
25.796,55.03,939.657,0.596,0
25.791,54.26,939.651,0.139,0
25.786,53.52,939.655,0.809,0
25.781,52.93,939.659,0.797,0
25.776,52.39,939.669,0.572,0
25.771,51.89,939.67,0.07,0
25.766,51.5,939.666,0.713,0
25.761,51.16,939.662,0.301,0
25.755,50.83,939.674,0.285,0
25.75,50.57,939.679,0.325,0
25.745,50.34,939.679,0.359,0
25.74,50.13,939.679,0.572,0
25.735,49.93,939.666,0.027,0
25.73,49.76,939.662,0.124,0
